Sex,Site,State,APC,Lower,Upper,Sig,Iowa
Female,Other Digestive,Ohio,-0.4,-1,0.2,0,0
Female,Other Digestive,Oklahoma,2.4,1.1,3.7,1,0
Female,Other Digestive,Oregon,2.8,1,4.5,1,0
Female,Other Digestive,Pennsylvania,2.4,1.1,3.6,1,0
Female,Other Digestive,Rhode Island,-1.5,-2.1,-0.9,1,0
Female,Other Digestive,South Carolina,-2.2,-2.9,-1.5,1,0
Female,Other Digestive,South Dakota,-0.1,-1.4,1.3,0,0
Female,Other Digestive,Tennessee,2.1,1.7,2.5,1,0
Female,Other Digestive,Texas,2.1,1.5,2.7,1,0
Female,Other Digestive,Utah,2.2,1.6,2.7,1,0
Female,Other Digestive,Virginia,0.5,0,1.1,0,0
Female,Other Digestive,Vermont,-0.7,-1.5,0,0,0
Female,Other Digestive,Washington,2.3,1.4,3.3,1,0
Female,Other Digestive,Wisconsin,-4.7,-5.4,-4,1,0
Female,Other Digestive,West Virginia,-5,-5.8,-4.3,1,0
Female,Other Digestive,Wyoming,-4.3,-5.3,-3.2,1,0
Both,Lung,Alaska,1.9,1,2.8,1,0
Both,Lung,Alabama,1.7,0.6,2.7,1,0
Both,Lung,Arkansas,2.1,1.1,3.1,1,0
Both,Lung,Arizona,-0.5,-1.1,0.1,0,0
Both,Lung,California,-0.4,-1.1,0.2,0,0
Both,Lung,Colorado,1.1,0.5,1.7,1,0
Both,Lung,Connecticut,1.2,0.5,1.8,1,0
Both,Lung,District of Columbia,0.6,-0.2,1.3,0,0
Both,Lung,Delaware,0.5,-0.3,1.3,0,0
Both,Lung,Florida,3.5,2.3,4.7,1,0
Both,Lung,Georgia,3.3,1.7,4.8,1,0
Both,Lung,Hawaii,3.6,2.4,4.9,1,0
Both,Lung,Idaho,-1.1,-1.9,-0.3,1,0
Both,Lung,Illinois,-1.2,-2.2,-0.2,1,0
Both,Lung,Indiana,-1,-2.1,0.1,0,0
Both,Lung,Iowa,1.6,1,2.1,1,1
Both,Lung,Kansas,1.6,1,2.3,1,0
Both,Lung,Kentucky,0.2,-0.3,0.8,0,0
Both,Lung,Louisiana,-0.8,-1.5,-0.2,1,0
Both,Lung,Massachusetts,1.8,0.9,2.6,1,0
Both,Lung,Maryland,-4.7,-5.3,-4,1,0
Both,Lung,Maine,-5.3,-6,-4.5,1,0
Both,Lung,Michigan,-4.1,-5.2,-3.1,1,0
Both,Lung,Minnesota,-3.7,-4.9,-2.6,1,0
Both,Lung,Missouri,-4,-5,-2.9,1,0
Both,Lung,Montana,-1,-1.8,-0.3,1,0
Both,Lung,North Carolina,-1,-1.7,-0.3,1,0
Both,Lung,North Dakota,-1.1,-1.7,-0.4,1,0
Both,Lung,Nebraska,-1,-1.7,-0.3,1,0
Both,Lung,New Hampshire,-2.5,-3.1,-1.8,1,0
Both,Lung,New Jersey,-2.6,-3.2,-1.9,1,0
Both,Lung,New Mexico,0.8,-0.9,2.5,0,0
Both,Lung,Nevada,1.9,0.2,3.6,1,0
Both,Lung,New York,0.6,-1.1,2.3,0,0
Both,Lung,Ohio,-1,-1.5,-0.4,1,0
Both,Lung,Oklahoma,-1.3,-2,-0.6,1,0
Both,Lung,Oregon,-0.4,-1.6,0.8,0,0
Both,Lung,Pennsylvania,1.9,1.4,2.4,1,0
Both,Lung,Rhode Island,2,1.2,2.8,1,0
Both,Lung,South Carolina,1.9,1.2,2.5,1,0
Both,Lung,South Dakota,0.9,0.4,1.4,1,0
Both,Lung,Tennessee,0.3,-0.4,1.1,0,0
Both,Lung,Texas,1.5,1,2.1,1,0
Both,Lung,Utah,-5.2,-6,-4.4,1,0
Both,Lung,Virginia,-5.4,-6.3,-4.6,1,0
Both,Lung,Vermont,-5,-6.1,-3.9,1,0
Both,Lung,Washington,-1.6,-2.2,-1,1,0
Both,Lung,Wisconsin,-2.1,-2.8,-1.4,1,0
Both,Lung,West Virginia,-1.2,-2,-0.4,1,0
Both,Lung,Wyoming,-1,-1.8,-0.2,1,0
Male,Lung,Alaska,-0.9,-1.7,-0.1,1,0
Male,Lung,Alabama,0.7,-0.1,1.4,0,0
Male,Lung,Arkansas,0.8,0,1.5,0,0
Male,Lung,Arizona,-0.8,-1.5,-0.1,1,0
Male,Lung,California,-0.9,-1.6,-0.2,1,0
Male,Lung,Colorado,1.1,0.1,2,1,0
Male,Lung,Connecticut,1.8,0.6,3,1,0
Male,Lung,District of Columbia,1,0,2,0,0
Male,Lung,Delaware,-1,-2.1,0.2,0,0
Male,Lung,Florida,,,,,0
Male,Lung,Georgia,,,,,0
Male,Lung,Hawaii,2.9,2.1,3.7,1,0
Male,Lung,Idaho,2.8,1.4,4.2,1,0
Male,Lung,Illinois,3,2.3,3.7,1,0
Male,Lung,Indiana,1.2,0.2,2.3,1,0
Male,Lung,Iowa,0.8,-0.6,2.1,0,1
Male,Lung,Kansas,-2,-3.2,-0.7,1,0
Male,Lung,Kentucky,,,,,0
Male,Lung,Louisiana,,,,,0
Male,Lung,Massachusetts,-0.3,-1.1,0.5,0,0
Male,Lung,Maryland,-1.7,-3,-0.5,1,0
Male,Lung,Maine,0.6,-0.4,1.7,0,0
Male,Lung,Michigan,,,,,0
Male,Lung,Minnesota,,,,,0
Male,Lung,Missouri,0.2,-0.7,1,0,0
Male,Lung,Montana,-0.8,-1.9,0.2,0,0
Male,Lung,North Carolina,-0.9,-2,0.1,0,0
Male,Lung,North Dakota,2,0.9,3.2,1,0
Male,Lung,Nebraska,,,,,0
Male,Lung,New Hampshire,2,0.9,3.1,1,0
Male,Lung,New Jersey,-1.1,-1.7,-0.4,1,0
Male,Lung,New Mexico,-1,-1.8,-0.1,1,0
Male,Lung,Nevada,-1.3,-2.3,-0.3,1,0
Male,Lung,New York,2.1,1.6,2.5,1,0
Male,Lung,Ohio,2,1.5,2.5,1,0
Male,Lung,Oklahoma,2.1,1.5,2.8,1,0
Male,Lung,Oregon,0.5,0.2,0.8,1,0
Male,Lung,Pennsylvania,-0.2,-0.6,0.1,0,0
Male,Lung,Rhode Island,1.5,0.9,2,1,0
Male,Lung,South Carolina,-3.8,-4.3,-3.2,1,0
Male,Lung,South Dakota,-4,-4.6,-3.3,1,0
Male,Lung,Tennessee,-3.6,-4.4,-2.7,1,0
Male,Lung,Texas,-1.3,-1.7,-0.9,1,0
Male,Lung,Utah,-2,-2.6,-1.4,1,0
Male,Lung,Virginia,-0.8,-1.3,-0.3,1,0
Male,Lung,Vermont,-0.8,-1.4,-0.3,1,0
Male,Lung,Washington,-0.8,-1.3,-0.2,1,0
Male,Lung,Wisconsin,-0.2,-0.6,0.2,0,0
Male,Lung,West Virginia,-0.2,-0.6,0.2,0,0
Male,Lung,Wyoming,-1.3,-1.7,-0.8,1,0
Female,Lung,Alaska,-1.3,-1.8,-0.9,1,0
Female,Lung,Alabama,1.7,0.6,2.8,1,0
Female,Lung,Arkansas,2.4,1.2,3.7,1,0
Female,Lung,Arizona,1.6,0.4,2.7,1,0
Female,Lung,California,-0.5,-1.5,0.4,0,0
Female,Lung,Colorado,-0.4,-1.4,0.6,0,0
Female,Lung,Connecticut,-0.9,-2.2,0.5,0,0
Female,Lung,District of Columbia,2.8,2.2,3.4,1,0
Female,Lung,Delaware,2.9,2.1,3.7,1,0
Female,Lung,Florida,2.6,1.8,3.3,1,0
Female,Lung,Georgia,2.4,2,2.8,1,0
Female,Lung,Hawaii,1.6,0.9,2.3,1,0
Female,Lung,Idaho,3.5,2.7,4.2,1,0
Female,Lung,Illinois,-3.6,-4.1,-3,1,0
Female,Lung,Indiana,-4.1,-4.8,-3.3,1,0
Female,Lung,Iowa,-3.1,-4,-2.3,1,1
Female,Lung,Kansas,2.5,1.8,3.2,1,0
Female,Lung,Kentucky,3.2,2.5,3.9,1,0
Female,Lung,Louisiana,-1,-1.9,-0.1,1,0
Female,Lung,Massachusetts,-0.9,-1.8,0,0,0
Female,Lung,Maryland,0.3,-0.2,0.9,0,0
Female,Lung,Maine,0.4,-0.2,1,0,0
Female,Lung,Michigan,-0.9,-1.4,-0.4,1,0
Female,Lung,Minnesota,-1,-1.5,-0.5,1,0
Female,Lung,Missouri,1.7,0.7,2.6,1,0
Female,Lung,Montana,1.6,0.6,2.7,1,0
Female,Lung,North Carolina,-0.7,-1.4,0,0,0
Female,Lung,North Dakota,-1,-1.7,-0.4,1,0
Female,Lung,Nebraska,0.1,-1.5,1.7,0,0
Female,Lung,New Hampshire,2,1.4,2.5,1,0
Female,Lung,New Jersey,2,1.4,2.6,1,0
Female,Lung,New Mexico,1.9,1.1,2.8,1,0
Female,Lung,Nevada,1.1,0.5,1.6,1,0
Female,Lung,New York,0.6,0,1.3,0,0
Female,Lung,Ohio,1.6,0.8,2.5,1,0
Female,Lung,Oklahoma,-4,-4.8,-3.1,1,0
Female,Lung,Oregon,-4.2,-4.9,-3.4,1,0
Female,Lung,Pennsylvania,-3.8,-5,-2.6,1,0
Female,Lung,Rhode Island,0.6,-0.2,1.3,0,0
Female,Lung,South Carolina,-0.1,-0.8,0.5,0,0
Female,Lung,South Dakota,1.1,0.1,2.1,1,0
Female,Lung,Tennessee,0.3,-0.3,0.9,0,0
Female,Lung,Texas,0.4,-0.3,1,0,0
Female,Lung,Utah,0.8,0.4,1.2,1,0
Female,Lung,Virginia,0.9,0.4,1.3,1,0
Female,Lung,Vermont,-0.7,-1.3,0,0,0
Female,Lung,Washington,-0.7,-1.4,-0.1,1,0
Female,Lung,Wisconsin,1.5,0.7,2.3,1,0
Female,Lung,West Virginia,1.9,1.2,2.7,1,0
Female,Lung,Wyoming,1.4,0.4,2.3,1,0
Both,Melanoma,Alaska,,,,,0
Both,Melanoma,Alabama,,,,,0
Both,Melanoma,Arkansas,,,,,0
Both,Melanoma,Arizona,,,,,0
Both,Melanoma,California,,,,,0
Both,Melanoma,Colorado,,,,,0
Both,Melanoma,Connecticut,,,,,0
Both,Melanoma,District of Columbia,,,,,0
Both,Melanoma,Delaware,,,,,0
Both,Melanoma,Florida,,,,,0
Both,Melanoma,Georgia,,,,,0
Both,Melanoma,Hawaii,,,,,0
Both,Melanoma,Idaho,,,,,0
Both,Melanoma,Illinois,,,,,0
Both,Melanoma,Indiana,,,,,0
Both,Melanoma,Iowa,,,,,1
Both,Melanoma,Kansas,,,,,0
Both,Melanoma,Kentucky,,,,,0
Both,Melanoma,Louisiana,,,,,0
Both,Melanoma,Massachusetts,,,,,0
Both,Melanoma,Maryland,,,,,0
Both,Melanoma,Maine,,,,,0
Both,Melanoma,Michigan,,,,,0
Both,Melanoma,Minnesota,,,,,0
Both,Melanoma,Missouri,,,,,0
Both,Melanoma,Montana,2.7,1.7,3.6,1,0
Both,Melanoma,North Carolina,,,,,0
Both,Melanoma,North Dakota,,,,,0
Both,Melanoma,Nebraska,1.2,0,2.5,0,0
Both,Melanoma,New Hampshire,,,,,0
Both,Melanoma,New Jersey,,,,,0
Both,Melanoma,New Mexico,,,,,0
Both,Melanoma,Nevada,,,,,0
Both,Melanoma,New York,,,,,0
Both,Melanoma,Ohio,1.1,0.1,2.1,1,0
Both,Melanoma,Oklahoma,1.5,0,3,0,0
Both,Melanoma,Oregon,0.8,-0.3,1.9,0,0
Both,Melanoma,Pennsylvania,,,,,0
Both,Melanoma,Rhode Island,,,,,0
Both,Melanoma,South Carolina,0.4,-0.8,1.5,0,0
Both,Melanoma,South Dakota,0.6,-0.6,1.7,0,0
Both,Melanoma,Tennessee,-0.4,-1.4,0.6,0,0
Both,Melanoma,Texas,-0.6,-1.6,0.4,0,0
Both,Melanoma,Utah,1,0.3,1.7,1,0
Both,Melanoma,Virginia,,,,,0
Both,Melanoma,Vermont,0.4,-0.3,1.1,0,0
Both,Melanoma,Washington,-1.2,-1.9,-0.5,1,0
Both,Melanoma,Wisconsin,-1.4,-2.1,-0.8,1,0
Both,Melanoma,West Virginia,-0.7,-1.6,0.3,0,0
Both,Melanoma,Wyoming,1.6,1.1,2,1,0
Male,Melanoma,Alaska,1.5,1,2.1,1,0
Male,Melanoma,Alabama,1.6,1,2.3,1,0
Male,Melanoma,Arkansas,0.8,0.4,1.2,1,0
Male,Melanoma,Arizona,-0.1,-0.8,0.5,0,0
Male,Melanoma,California,2.1,1.5,2.7,1,0
Male,Melanoma,Colorado,-4.1,-4.7,-3.4,1,0
Male,Melanoma,Connecticut,-4.5,-5.2,-3.8,1,0
Male,Melanoma,District of Columbia,-3.6,-4.4,-2.8,1,0
Male,Melanoma,Delaware,0.8,0,1.6,0,0
Male,Melanoma,Florida,0.3,-0.6,1.2,0,0
Male,Melanoma,Georgia,1.1,0.2,2,1,0
Male,Melanoma,Hawaii,-0.4,-0.9,0.1,0,0
Male,Melanoma,Idaho,-0.4,-1,0.1,0,0
Male,Melanoma,Illinois,0.7,0.2,1.3,1,0
Male,Melanoma,Indiana,0.7,0.1,1.3,1,0
Male,Melanoma,Iowa,-0.7,-1.3,-0.1,1,1
Male,Melanoma,Kansas,1.8,0.4,3.3,1,0
Male,Melanoma,Kentucky,2,-0.2,4.2,0,0
Male,Melanoma,Louisiana,1.7,0.4,3.1,1,0
Male,Melanoma,Massachusetts,,,,,0
Male,Melanoma,Maryland,,,,,0
Male,Melanoma,Maine,,,,,0
Male,Melanoma,Michigan,,,,,0
Male,Melanoma,Minnesota,,,,,0
Male,Melanoma,Missouri,,,,,0
Male,Melanoma,Montana,,,,,0
Male,Melanoma,North Carolina,,,,,0
Male,Melanoma,North Dakota,,,,,0
Male,Melanoma,Nebraska,,,,,0
Male,Melanoma,New Hampshire,,,,,0
Male,Melanoma,New Jersey,4.3,2.6,6,1,0
Male,Melanoma,New Mexico,,,,,0
Male,Melanoma,Nevada,,,,,0
Male,Melanoma,New York,,,,,0
Male,Melanoma,Ohio,,,,,0
Male,Melanoma,Oklahoma,,,,,0
Male,Melanoma,Oregon,,,,,0
Male,Melanoma,Pennsylvania,-0.7,-2,0.6,0,0
Male,Melanoma,Rhode Island,-0.9,-2.2,0.4,0,0
Male,Melanoma,South Carolina,3.8,2,5.7,1,0
Male,Melanoma,South Dakota,,,,,0
Male,Melanoma,Tennessee,,,,,0
Male,Melanoma,Texas,0.3,-0.9,1.5,0,0
Male,Melanoma,Utah,,,,,0
Male,Melanoma,Virginia,,,,,0
Male,Melanoma,Vermont,2.4,1.8,3.1,1,0
Male,Melanoma,Washington,2.4,1.4,3.4,1,0
Male,Melanoma,Wisconsin,2.4,1.2,3.6,1,0
Male,Melanoma,West Virginia,2.2,1.5,2.9,1,0
Male,Melanoma,Wyoming,1.4,0.4,2.5,1,0
Female,Melanoma,Alaska,3.1,1.9,4.4,1,0
Female,Melanoma,Alabama,-4.6,-5.8,-3.5,1,0
Female,Melanoma,Arkansas,,,,,0
Female,Melanoma,Arizona,,,,,0
Female,Melanoma,California,2.4,1.2,3.7,1,0
Female,Melanoma,Colorado,1.5,0,2.9,0,0
Female,Melanoma,Connecticut,3.1,1.7,4.4,1,0
Female,Melanoma,District of Columbia,-0.7,-2.3,0.8,0,0
Female,Melanoma,Delaware,-0.6,-2.2,1,0,0
Female,Melanoma,Florida,0.7,-0.2,1.7,0,0
Female,Melanoma,Georgia,0.9,-0.1,1.8,0,0
Female,Melanoma,Hawaii,-0.8,-1.5,-0.2,1,0
Female,Melanoma,Idaho,-0.9,-1.6,-0.3,1,0
Female,Melanoma,Illinois,2.6,1.9,3.3,1,0
Female,Melanoma,Indiana,,,,,0
Female,Melanoma,Iowa,2.7,1.9,3.5,1,1
Female,Melanoma,Kansas,,,,,0
Female,Melanoma,Kentucky,,,,,0
Female,Melanoma,Louisiana,2.2,1.3,3.1,1,0
Female,Melanoma,Massachusetts,2.4,1.3,3.6,1,0
Female,Melanoma,Maryland,1.9,0.4,3.4,1,0
Female,Melanoma,Maine,1.5,0.3,2.7,1,0
Female,Melanoma,Michigan,0.8,-0.7,2.2,0,0
Female,Melanoma,Minnesota,,,,,0
Female,Melanoma,Missouri,-4,-5.3,-2.6,1,0
Female,Melanoma,Montana,,,,,0
Female,Melanoma,North Carolina,-3.1,-4.3,-2,1,0
Female,Melanoma,North Dakota,,,,,0
Female,Melanoma,Nebraska,-2.9,-4.3,-1.5,1,0
Female,Melanoma,New Hampshire,,,,,0
Female,Melanoma,New Jersey,,,,,0
Female,Melanoma,New Mexico,-0.4,-1.6,0.8,0,0
Female,Melanoma,Nevada,-0.3,-1.5,0.9,0,0
Female,Melanoma,New York,-1.8,-2.8,-0.8,1,0
Female,Melanoma,Ohio,-1.9,-2.9,-0.9,1,0
Female,Melanoma,Oklahoma,2,0.3,3.7,1,0
Female,Melanoma,Oregon,,,,,0
Female,Melanoma,Pennsylvania,2,0.3,3.7,1,0
Female,Melanoma,Rhode Island,-1.1,-1.7,-0.5,1,0
Female,Melanoma,South Carolina,-1.6,-2.3,-1,1,0
Female,Melanoma,South Dakota,-0.2,-1.2,0.9,0,0
Female,Melanoma,Tennessee,1.6,1.1,2.1,1,0
Female,Melanoma,Texas,1.5,1,2,1,0
Female,Melanoma,Utah,1.7,1.2,2.3,1,0
Female,Melanoma,Virginia,0.5,0,1.1,0,0
Female,Melanoma,Vermont,-0.8,-1.4,-0.2,1,0
Female,Melanoma,Washington,2.3,1.5,3.1,1,0
Female,Melanoma,Wisconsin,-4.7,-5.2,-4.1,1,0
Female,Melanoma,West Virginia,-4.8,-5.5,-4.2,1,0
Female,Melanoma,Wyoming,-4.5,-5.2,-3.7,1,0
Both,Cervical,Alaska,-2.6,-3.3,-1.9,1,0
Both,Cervical,Alabama,-3.1,-3.8,-2.4,1,0
Both,Cervical,Arkansas,-2.3,-3.2,-1.4,1,0
Both,Cervical,Arizona,-1.8,-2.4,-1.2,1,0
Both,Cervical,California,-1.7,-2.3,-1.1,1,0
Both,Cervical,Colorado,-0.1,-0.5,0.4,0,0
Both,Cervical,Connecticut,0,-0.4,0.5,0,0
Both,Cervical,District of Columbia,-1,-1.5,-0.5,1,0
Both,Cervical,Delaware,-1.1,-1.6,-0.6,1,0
Both,Cervical,Florida,1.9,0.7,3,1,0
Both,Cervical,Georgia,2.4,1,3.9,1,0
Both,Cervical,Hawaii,1.8,0.7,2.9,1,0
Both,Cervical,Idaho,,,,,0
Both,Cervical,Illinois,,,,,0
Both,Cervical,Indiana,,,,,0
Both,Cervical,Iowa,2.5,1.5,3.5,1,1
Both,Cervical,Kansas,2.1,0.8,3.5,1,0
Both,Cervical,Kentucky,0.8,-0.1,1.7,0,0
Both,Cervical,Louisiana,-0.2,-1.3,1,0,0
Both,Cervical,Massachusetts,2.2,1.1,3.4,1,0
Both,Cervical,Maryland,,,,,0
Both,Cervical,Maine,,,,,0
Both,Cervical,Michigan,,,,,0
Both,Cervical,Minnesota,-3.4,-4.7,-2,1,0
Both,Cervical,Missouri,-2.5,-4.2,-0.9,1,0
Both,Cervical,Montana,0.7,-0.6,2,0,0
Both,Cervical,North Carolina,0.9,-0.4,2.2,0,0
Both,Cervical,North Dakota,1.1,0.3,2,1,0
Both,Cervical,Nebraska,1.3,0.4,2.1,1,0
Both,Cervical,New Hampshire,-0.5,-1.3,0.3,0,0
Both,Cervical,New Jersey,-0.7,-1.5,0.1,0,0
Both,Cervical,New Mexico,1.5,0.5,2.5,1,0
Both,Cervical,Nevada,,,,,0
Both,Cervical,New York,1.5,0.4,2.5,1,0
Both,Cervical,Ohio,-0.7,-2.1,0.6,0,0
Both,Cervical,Oklahoma,-1.3,-2.6,0,0,0
Both,Cervical,Oregon,,,,,0
Both,Cervical,Pennsylvania,1.8,1.1,2.5,1,0
Both,Cervical,Rhode Island,1.5,0.8,2.3,1,0
Both,Cervical,South Carolina,2,1,3.1,1,0
Both,Cervical,South Dakota,-0.2,-1.1,0.7,0,0
Both,Cervical,Tennessee,-0.6,-1.7,0.5,0,0
Both,Cervical,Texas,0.4,-0.9,1.7,0,0
Both,Cervical,Utah,-4.6,-5.3,-3.7,1,0
Both,Cervical,Virginia,,,,,0
Both,Cervical,Vermont,,,,,0
Both,Cervical,Washington,-0.7,-2.1,0.8,0,0
Both,Cervical,Wisconsin,-1.6,-3.3,0.1,0,0
Both,Cervical,West Virginia,0.2,-1.5,1.9,0,0
Both,Cervical,Wyoming,0.7,-0.5,1.9,0,0
Female,Cervical,Alaska,0.6,-0.6,1.8,0,0
Female,Cervical,Alabama,2,1,3,1,0
Female,Cervical,Arkansas,1.9,0.9,2.9,1,0
Female,Cervical,Arizona,-0.2,-0.8,0.5,0,0
Female,Cervical,California,-0.1,-0.8,0.6,0,0
Female,Cervical,Colorado,0.7,-0.5,2,0,0
Female,Cervical,Connecticut,0.8,-0.6,2.2,0,0
Female,Cervical,District of Columbia,0.7,-0.7,2,0,0
Female,Cervical,Delaware,-1,-1.5,-0.6,1,0
Female,Cervical,Florida,-1.4,-1.8,-0.9,1,0
Female,Cervical,Georgia,-0.4,-1.2,0.3,0,0
Female,Cervical,Hawaii,2,1.7,2.4,1,0
Female,Cervical,Idaho,2.1,1.8,2.4,1,0
Female,Cervical,Illinois,1.9,1.4,2.4,1,0
Female,Cervical,Indiana,0.5,0.1,0.8,1,0
Female,Cervical,Iowa,-0.3,-0.7,0.1,0,1
Female,Cervical,Kansas,-3.6,-4,-3.3,1,0
Female,Cervical,Kentucky,-3.9,-4.3,-3.5,1,0
Female,Cervical,Louisiana,-3.4,-4,-2.8,1,0
Female,Cervical,Massachusetts,-0.5,-1.3,0.3,0,0
Female,Cervical,Maryland,-1.1,-1.9,-0.2,1,0
Female,Cervical,Maine,-0.1,-1,0.8,0,0
Female,Cervical,Michigan,-1.2,-1.6,-0.7,1,0
Female,Cervical,Minnesota,-1.1,-1.6,-0.6,1,0
Female,Cervical,Missouri,0.1,-0.2,0.4,0,0
Female,Cervical,Montana,-0.5,-1.1,0.2,0,0
Female,Cervical,North Carolina,-0.6,-1.2,0.1,0,0
Female,Cervical,North Dakota,3,1.8,4.3,1,0
Female,Cervical,Nebraska,3.8,2.5,5,1,0
Female,Cervical,New Hampshire,2.9,1.7,4.2,1,0
Female,Cervical,New Jersey,0,-0.6,0.7,0,0
Female,Cervical,New Mexico,-0.4,-1.1,0.3,0,0
Female,Cervical,Nevada,0.9,0,1.8,0,0
Female,Cervical,New York,2.2,1.8,2.5,1,0
Female,Cervical,Ohio,2.4,1.9,2.9,1,0
Female,Cervical,Oklahoma,2,1.5,2.5,1,0
Female,Cervical,Oregon,1.1,0.6,1.5,1,0
Female,Cervical,Pennsylvania,0.9,0.3,1.4,1,0
Female,Cervical,Rhode Island,1.3,0.6,2,1,0
Female,Cervical,South Carolina,-3,-3.7,-2.4,1,0
Female,Cervical,South Dakota,-3.4,-3.9,-2.9,1,0
Female,Cervical,Tennessee,-2.7,-3.5,-1.8,1,0
Female,Cervical,Texas,0.9,0.3,1.6,1,0
Female,Cervical,Utah,0.6,-0.1,1.2,0,0
Female,Cervical,Virginia,1.2,0.4,1.9,1,0
Female,Cervical,Vermont,0,-0.5,0.5,0,0
Female,Cervical,Washington,0.1,-0.5,0.6,0,0
Female,Cervical,Wisconsin,0.5,0.2,0.8,1,0
Female,Cervical,West Virginia,0.6,0.2,0.9,1,0
Female,Cervical,Wyoming,-0.2,-0.7,0.2,0,0
Both,Other Female Genital,Alaska,-0.3,-0.8,0.2,0,0
Both,Other Female Genital,Alabama,3.2,2,4.4,1,0
Both,Other Female Genital,Arkansas,3.9,2.8,5.1,1,0
Both,Other Female Genital,Arizona,3.1,1.8,4.4,1,0
Both,Other Female Genital,California,-1.3,-2.1,-0.4,1,0
Both,Other Female Genital,Colorado,-1.3,-2.4,-0.2,1,0
Both,Other Female Genital,Connecticut,,,,,0
Both,Other Female Genital,District of Columbia,1.9,1.4,2.5,1,0
Both,Other Female Genital,Delaware,2.3,1.5,3,1,0
Both,Other Female Genital,Florida,1.6,1,2.2,1,0
Both,Other Female Genital,Georgia,0.9,0.3,1.6,1,0
Both,Other Female Genital,Hawaii,0.4,-0.7,1.4,0,0
Both,Other Female Genital,Idaho,1.7,0.6,2.7,1,0
Both,Other Female Genital,Illinois,-4.7,-5.4,-4,1,0
Both,Other Female Genital,Indiana,-5.3,-6.3,-4.3,1,0
Both,Other Female Genital,Iowa,-3.9,-4.9,-2.9,1,1
Both,Other Female Genital,Kansas,-1,-2.2,0.1,0,0
Both,Other Female Genital,Kentucky,0.5,-0.7,1.7,0,0
Both,Other Female Genital,Louisiana,0.1,-0.7,1,0,0
Both,Other Female Genital,Massachusetts,0.2,-0.6,1,0,0
Both,Other Female Genital,Maryland,1,0.4,1.7,1,0
Both,Other Female Genital,Maine,1.1,0.5,1.8,1,0
Both,Other Female Genital,Michigan,-0.2,-1.1,0.6,0,0
Both,Other Female Genital,Minnesota,-0.3,-1.2,0.6,0,0
Both,Other Female Genital,Missouri,4.2,3.2,5.2,1,0
Both,Other Female Genital,Montana,3.9,2.9,5,1,0
Both,Other Female Genital,North Carolina,-0.6,-1.5,0.4,0,0
Both,Other Female Genital,North Dakota,-0.9,-1.9,0.1,0,0
Both,Other Female Genital,Nebraska,,,,,0
Both,Other Female Genital,New Hampshire,2.1,1.6,2.6,1,0
Both,Other Female Genital,New Jersey,2.5,1.7,3.4,1,0
Both,Other Female Genital,New Mexico,1.6,0.8,2.3,1,0
Both,Other Female Genital,Nevada,0.8,0.2,1.5,1,0
Both,Other Female Genital,New York,-0.1,-0.8,0.6,0,0
Both,Other Female Genital,Ohio,2,1.1,3.1,1,0
Both,Other Female Genital,Oklahoma,-4.3,-5,-3.6,1,0
Both,Other Female Genital,Oregon,-4.5,-5.4,-3.5,1,0
Both,Other Female Genital,Pennsylvania,-4.1,-5.1,-3.1,1,0
Both,Other Female Genital,Rhode Island,-2.3,-3,-1.6,1,0
Both,Other Female Genital,South Carolina,-2.1,-2.9,-1.4,1,0
Both,Other Female Genital,South Dakota,-2.4,-3.2,-1.6,1,0
Both,Other Female Genital,Tennessee,-0.3,-1.3,0.6,0,0
Both,Other Female Genital,Texas,-0.3,-1.2,0.7,0,0
Both,Other Female Genital,Utah,0.5,-0.2,1.1,0,0
Both,Other Female Genital,Virginia,0.6,-0.1,1.2,0,0
Both,Other Female Genital,Vermont,-0.9,-1.4,-0.4,1,0
Both,Other Female Genital,Washington,-1,-1.5,-0.5,1,0
Both,Other Female Genital,Wisconsin,2,0.9,3.2,1,0
Both,Other Female Genital,West Virginia,2.6,1.3,4,1,0
Both,Other Female Genital,Wyoming,1.9,0.7,3.1,1,0
Female,Other Female Genital,Alaska,-0.5,-1.1,0.1,0,0
Female,Other Female Genital,Alabama,-0.9,-1.6,-0.1,1,0
Female,Other Female Genital,Arkansas,0.2,-0.5,0.8,0,0
Female,Other Female Genital,Arizona,1.7,1.4,2,1,0
Female,Other Female Genital,California,1.5,1.1,1.9,1,0
Female,Other Female Genital,Colorado,1.9,1.4,2.3,1,0
Female,Other Female Genital,Connecticut,0.8,0.4,1.2,1,0
Female,Other Female Genital,District of Columbia,-0.2,-0.8,0.4,0,0
Female,Other Female Genital,Delaware,2.2,1.6,2.7,1,0
Female,Other Female Genital,Florida,-3.7,-4.2,-3.2,1,0
Female,Other Female Genital,Georgia,-4.4,-4.9,-3.8,1,0
Female,Other Female Genital,Hawaii,-3.1,-3.8,-2.4,1,0
Female,Other Female Genital,Idaho,-0.9,-1.7,0,0,0
Female,Other Female Genital,Illinois,-1.5,-2.3,-0.7,1,0
Female,Other Female Genital,Indiana,-0.4,-1.3,0.5,0,0
Female,Other Female Genital,Iowa,-0.9,-1.4,-0.5,1,1
Female,Other Female Genital,Kansas,-0.3,-0.6,0.1,0,0
Female,Other Female Genital,Kentucky,-0.2,-0.5,0.2,0,0
Female,Other Female Genital,Louisiana,-1.5,-2.2,-0.8,1,0
Female,Other Female Genital,Massachusetts,-1.6,-2.3,-0.9,1,0
