Sex,Site,State,Year,Rate
Male,Other Digestive,North Carolina,2008,10.5
Male,Other Digestive,North Dakota,2008,
Male,Other Digestive,Ohio,2008,9.2
Male,Other Digestive,Oklahoma,2008,14.5
Male,Other Digestive,Oregon,2008,9.7
Male,Other Digestive,Pennsylvania,2008,10.7
Male,Other Digestive,Rhode Island,2008,12
Male,Other Digestive,South Carolina,2008,10.7
Male,Other Digestive,South Dakota,2008,11.3
Male,Other Digestive,Tennessee,2008,12.3
Male,Other Digestive,Texas,2008,11.5
Male,Other Digestive,Utah,2008,5.4
Male,Other Digestive,Vermont,2008,
Male,Other Digestive,Virginia,2008,8.9
Male,Other Digestive,Washington,2008,10
Male,Other Digestive,West Virginia,2008,9.8
Male,Other Digestive,Wisconsin,2008,7.4
Male,Other Digestive,Wyoming,2008,
Male,Other Digestive,Alabama,2009,8.5
Male,Other Digestive,Alaska,2009,
Male,Other Digestive,Arizona,2009,7.9
Male,Other Digestive,Arkansas,2009,12.7
Male,Other Digestive,California,2009,9.4
Male,Other Digestive,Colorado,2009,8.2
Male,Other Digestive,Connecticut,2009,12.2
Male,Other Digestive,Delaware,2009,13
Male,Other Digestive,District of Columbia,2009,16.2
Male,Other Digestive,Florida,2009,10.9
Male,Other Digestive,Georgia,2009,10.4
Male,Other Digestive,Hawaii,2009,11.5
Male,Other Digestive,Idaho,2009,7.3
Male,Other Digestive,Illinois,2009,11.3
Male,Other Digestive,Indiana,2009,10
Male,Other Digestive,Iowa,2009,10.9
Male,Other Digestive,Kansas,2009,7.8
Male,Other Digestive,Kentucky,2009,8.9
Male,Other Digestive,Louisiana,2009,11.4
Male,Other Digestive,Maine,2009,10.2
Male,Other Digestive,Maryland,2009,10.9
Male,Other Digestive,Massachusetts,2009,10.4
Male,Other Digestive,Michigan,2009,10.1
Male,Other Digestive,Minnesota,2009,8.6
Male,Other Digestive,Mississippi,2009,12.9
Male,Other Digestive,Missouri,2009,11
Male,Other Digestive,Montana,2009,
Male,Other Digestive,Nebraska,2009,8.2
Male,Other Digestive,Nevada,2009,10
Male,Other Digestive,New Hampshire,2009,6.4
Male,Other Digestive,New Jersey,2009,9.9
Male,Other Digestive,New Mexico,2009,13.6
Male,Other Digestive,New York,2009,12.8
Male,Other Digestive,North Carolina,2009,11.4
Male,Other Digestive,North Dakota,2009,
Male,Other Digestive,Ohio,2009,9.2
Male,Other Digestive,Oklahoma,2009,9.7
Male,Other Digestive,Oregon,2009,9.7
Male,Other Digestive,Pennsylvania,2009,10.8
Male,Other Digestive,Rhode Island,2009,13.3
Male,Other Digestive,South Carolina,2009,11.8
Male,Other Digestive,South Dakota,2009,10.2
Male,Other Digestive,Tennessee,2009,12.9
Male,Other Digestive,Texas,2009,11.2
Male,Other Digestive,Utah,2009,7.8
Male,Other Digestive,Vermont,2009,
Male,Other Digestive,Virginia,2009,10.8
Male,Other Digestive,Washington,2009,8.9
Male,Other Digestive,West Virginia,2009,9.8
Male,Other Digestive,Wisconsin,2009,9.5
Male,Other Digestive,Wyoming,2009,
Male,Other Digestive,Alabama,2010,9.3
Male,Other Digestive,Alaska,2010,12.8
Male,Other Digestive,Arizona,2010,8.4
Male,Other Digestive,Arkansas,2010,9.7
Male,Other Digestive,California,2010,9.3
Male,Other Digestive,Colorado,2010,8.9
Male,Other Digestive,Connecticut,2010,10.2
Male,Other Digestive,Delaware,2010,14.9
Male,Other Digestive,District of Columbia,2010,
Male,Other Digestive,Florida,2010,11.4
Male,Other Digestive,Georgia,2010,11.3
Male,Other Digestive,Hawaii,2010,12.2
Male,Other Digestive,Idaho,2010,10.8
Male,Other Digestive,Illinois,2010,10.9
Male,Other Digestive,Indiana,2010,9.3
Male,Other Digestive,Iowa,2010,8
Male,Other Digestive,Kansas,2010,7.9
Male,Other Digestive,Kentucky,2010,12.8
Male,Other Digestive,Louisiana,2010,14.6
Male,Other Digestive,Maine,2010,7.3
Male,Other Digestive,Maryland,2010,9.2
Male,Other Digestive,Massachusetts,2010,9.9
Male,Other Digestive,Michigan,2010,10
Male,Other Digestive,Minnesota,2010,9
Male,Other Digestive,Mississippi,2010,12.3
Male,Other Digestive,Missouri,2010,9.7
Male,Other Digestive,Montana,2010,
Male,Other Digestive,Nebraska,2010,8.9
Male,Other Digestive,Nevada,2010,7.4
Male,Other Digestive,New Hampshire,2010,10.5
Male,Other Digestive,New Jersey,2010,9
Male,Other Digestive,New Mexico,2010,10.3
Male,Other Digestive,New York,2010,12
Male,Other Digestive,North Carolina,2010,11.5
Male,Other Digestive,North Dakota,2010,
Male,Other Digestive,Ohio,2010,9.6
Male,Other Digestive,Oklahoma,2010,7.7
Male,Other Digestive,Oregon,2010,10.7
Male,Other Digestive,Pennsylvania,2010,11.8
Male,Other Digestive,Rhode Island,2010,9.2
Male,Other Digestive,South Carolina,2010,13.1
Male,Other Digestive,South Dakota,2010,
Male,Other Digestive,Tennessee,2010,10.7
Male,Other Digestive,Texas,2010,10.8
Male,Other Digestive,Utah,2010,7
Male,Other Digestive,Vermont,2010,
Male,Other Digestive,Virginia,2010,9.5
Male,Other Digestive,Washington,2010,8.9
Male,Other Digestive,West Virginia,2010,8.7
Male,Other Digestive,Wisconsin,2010,8.3
Male,Other Digestive,Wyoming,2010,
Male,Other Digestive,Alabama,2011,10.9
Male,Other Digestive,Alaska,2011,
Male,Other Digestive,Arizona,2011,8.2
Male,Other Digestive,Arkansas,2011,10.9
Male,Other Digestive,California,2011,9.1
Male,Other Digestive,Colorado,2011,8.4
Male,Other Digestive,Connecticut,2011,8.7
Male,Other Digestive,Delaware,2011,12.6
Male,Other Digestive,District of Columbia,2011,
Male,Other Digestive,Florida,2011,11.6
Male,Other Digestive,Georgia,2011,9.8
Male,Other Digestive,Hawaii,2011,12.1
Male,Other Digestive,Idaho,2011,
Male,Other Digestive,Illinois,2011,10.1
Male,Other Digestive,Indiana,2011,9.8
Male,Other Digestive,Iowa,2011,8.8
Male,Other Digestive,Kansas,2011,9.5
Male,Other Digestive,Kentucky,2011,11.9
Male,Other Digestive,Louisiana,2011,10.6
Male,Other Digestive,Maine,2011,7
Male,Other Digestive,Maryland,2011,9.1
Male,Other Digestive,Massachusetts,2011,9.6
Male,Other Digestive,Michigan,2011,10.3
Male,Other Digestive,Minnesota,2011,8.6
Male,Other Digestive,Mississippi,2011,12.8
Male,Other Digestive,Missouri,2011,10.7
Male,Other Digestive,Montana,2011,9.4
Male,Other Digestive,Nebraska,2011,9.9
Male,Other Digestive,Nevada,2011,8.6
Male,Other Digestive,New Hampshire,2011,9.9
Male,Other Digestive,New Jersey,2011,9.7
Male,Other Digestive,New Mexico,2011,11.8
Male,Other Digestive,New York,2011,11.3
Male,Other Digestive,North Carolina,2011,9.4
Male,Other Digestive,North Dakota,2011,
Male,Other Digestive,Ohio,2011,9.1
Male,Other Digestive,Oklahoma,2011,9.4
Male,Other Digestive,Oregon,2011,10.4
Male,Other Digestive,Pennsylvania,2011,8.8
Male,Other Digestive,Rhode Island,2011,9.8
Male,Other Digestive,South Carolina,2011,10
Male,Other Digestive,South Dakota,2011,
Male,Other Digestive,Tennessee,2011,11.9
Male,Other Digestive,Texas,2011,10.9
Male,Other Digestive,Utah,2011,9.8
Male,Other Digestive,Vermont,2011,12.6
Male,Other Digestive,Virginia,2011,8.7
Male,Other Digestive,Washington,2011,9.1
Male,Other Digestive,West Virginia,2011,10.4
Male,Other Digestive,Wisconsin,2011,10
Male,Other Digestive,Wyoming,2011,
Male,Other Digestive,Alabama,2012,13.2
Male,Other Digestive,Alaska,2012,13.1
Male,Other Digestive,Arizona,2012,7.8
Male,Other Digestive,Arkansas,2012,11.7
Male,Other Digestive,California,2012,9.9
Male,Other Digestive,Colorado,2012,9
Male,Other Digestive,Connecticut,2012,9.6
Male,Other Digestive,Delaware,2012,10
Male,Other Digestive,District of Columbia,2012,19.1
Male,Other Digestive,Florida,2012,10.5
Male,Other Digestive,Georgia,2012,11.3
Male,Other Digestive,Hawaii,2012,11.8
Male,Other Digestive,Idaho,2012,7.7
Male,Other Digestive,Illinois,2012,9.7
Male,Other Digestive,Indiana,2012,11.3
Male,Other Digestive,Iowa,2012,7.5
Male,Other Digestive,Kansas,2012,9.1
Male,Other Digestive,Kentucky,2012,13.8
Male,Other Digestive,Louisiana,2012,12.2
Male,Other Digestive,Maine,2012,6.5
Male,Other Digestive,Maryland,2012,10.7
Male,Other Digestive,Massachusetts,2012,11
Male,Other Digestive,Michigan,2012,10.6
Male,Other Digestive,Minnesota,2012,8.2
Male,Other Digestive,Mississippi,2012,11.6
Male,Other Digestive,Missouri,2012,11
Male,Other Digestive,Montana,2012,
Male,Other Digestive,Nebraska,2012,7.2
Male,Other Digestive,Nevada,2012,8.2
Male,Other Digestive,New Hampshire,2012,9.4
Male,Other Digestive,New Jersey,2012,8.8
Male,Other Digestive,New Mexico,2012,10.4
Male,Other Digestive,New York,2012,11.7
Male,Other Digestive,North Carolina,2012,11.7
Male,Other Digestive,North Dakota,2012,
Male,Other Digestive,Ohio,2012,10
Male,Other Digestive,Oklahoma,2012,12.7
Male,Other Digestive,Oregon,2012,8.2
Male,Other Digestive,Pennsylvania,2012,10.3
Male,Other Digestive,Rhode Island,2012,12.6
Male,Other Digestive,South Carolina,2012,10.2
Male,Other Digestive,South Dakota,2012,
Male,Other Digestive,Tennessee,2012,12.3
Male,Other Digestive,Texas,2012,11
Male,Other Digestive,Utah,2012,7.8
Male,Other Digestive,Vermont,2012,
Male,Other Digestive,Virginia,2012,10.2
Male,Other Digestive,Washington,2012,9.3
Male,Other Digestive,West Virginia,2012,10.1
Male,Other Digestive,Wisconsin,2012,8.6
Male,Other Digestive,Wyoming,2012,
Male,Other Digestive,Alabama,2013,11.2
Male,Other Digestive,Alaska,2013,
Male,Other Digestive,Arizona,2013,8.4
Male,Other Digestive,Arkansas,2013,7.8
Male,Other Digestive,California,2013,9.2
Male,Other Digestive,Colorado,2013,7.5
Male,Other Digestive,Connecticut,2013,9
Male,Other Digestive,Delaware,2013,
Male,Other Digestive,District of Columbia,2013,18.6
Male,Other Digestive,Florida,2013,9.7
Male,Other Digestive,Georgia,2013,9.7
Male,Other Digestive,Hawaii,2013,10.9
Male,Other Digestive,Idaho,2013,8
Male,Other Digestive,Illinois,2013,10.5
Male,Other Digestive,Indiana,2013,9.7
Male,Other Digestive,Iowa,2013,10.3
Male,Other Digestive,Kansas,2013,8.7
Male,Other Digestive,Kentucky,2013,10.5
Male,Other Digestive,Louisiana,2013,12.2
Male,Other Digestive,Maine,2013,6.6
Male,Other Digestive,Maryland,2013,8.6
Male,Other Digestive,Massachusetts,2013,9.9
Male,Other Digestive,Michigan,2013,9.8
Male,Other Digestive,Minnesota,2013,10.3
Male,Other Digestive,Mississippi,2013,12.1
Male,Other Digestive,Missouri,2013,9.9
Male,Other Digestive,Montana,2013,
Male,Other Digestive,Nebraska,2013,8.7
Male,Other Digestive,Nevada,2013,6.4
Male,Other Digestive,New Hampshire,2013,7.1
Male,Other Digestive,New Jersey,2013,10.7
Male,Other Digestive,New Mexico,2013,9.4
Male,Other Digestive,New York,2013,12.7
Male,Other Digestive,North Carolina,2013,11.3
Male,Other Digestive,North Dakota,2013,
Male,Other Digestive,Ohio,2013,10.5
Male,Other Digestive,Oklahoma,2013,9.6
Male,Other Digestive,Oregon,2013,10
Male,Other Digestive,Pennsylvania,2013,10.7
Male,Other Digestive,Rhode Island,2013,12.8
Male,Other Digestive,South Carolina,2013,11
Male,Other Digestive,South Dakota,2013,
Male,Other Digestive,Tennessee,2013,10.8
Male,Other Digestive,Texas,2013,10.7
Male,Other Digestive,Utah,2013,7.2
Male,Other Digestive,Vermont,2013,
Male,Other Digestive,Virginia,2013,9.3
Male,Other Digestive,Washington,2013,8.7
Male,Other Digestive,West Virginia,2013,9.3
Male,Other Digestive,Wisconsin,2013,9
Male,Other Digestive,Wyoming,2013,
Male,Other Digestive,Alabama,2014,9.6
Male,Other Digestive,Alaska,2014,14.4
Male,Other Digestive,Arizona,2014,7.7
Male,Other Digestive,Arkansas,2014,13.1
Male,Other Digestive,California,2014,9.5
Male,Other Digestive,Colorado,2014,8.7
Male,Other Digestive,Connecticut,2014,10.3
Male,Other Digestive,Delaware,2014,
Male,Other Digestive,District of Columbia,2014,
Male,Other Digestive,Florida,2014,9.1
Male,Other Digestive,Georgia,2014,9.5
Male,Other Digestive,Hawaii,2014,12.9
Male,Other Digestive,Idaho,2014,9.2
Male,Other Digestive,Illinois,2014,8.7
Male,Other Digestive,Indiana,2014,11.2
Male,Other Digestive,Iowa,2014,10.2
Male,Other Digestive,Kansas,2014,7.2
Male,Other Digestive,Kentucky,2014,12.7
Male,Other Digestive,Louisiana,2014,11.5
Male,Other Digestive,Maine,2014,9
Male,Other Digestive,Maryland,2014,10.7
Male,Other Digestive,Massachusetts,2014,11.5
Male,Other Digestive,Michigan,2014,9.5
Male,Other Digestive,Minnesota,2014,8.3
Male,Other Digestive,Mississippi,2014,11.2
Male,Other Digestive,Missouri,2014,10
Male,Other Digestive,Montana,2014,
Male,Other Digestive,Nebraska,2014,10.3
Male,Other Digestive,Nevada,2014,8.9
Male,Other Digestive,New Hampshire,2014,10.9
Male,Other Digestive,New Jersey,2014,8.5
Male,Other Digestive,New Mexico,2014,10.2
Male,Other Digestive,New York,2014,11.4
Male,Other Digestive,North Carolina,2014,10.8
Male,Other Digestive,North Dakota,2014,
Male,Other Digestive,Ohio,2014,9.4
Male,Other Digestive,Oklahoma,2014,9.7
Male,Other Digestive,Oregon,2014,9.5
Male,Other Digestive,Pennsylvania,2014,11.4
Male,Other Digestive,Rhode Island,2014,12.4
Male,Other Digestive,South Carolina,2014,12
Male,Other Digestive,South Dakota,2014,
Male,Other Digestive,Tennessee,2014,10.2
Male,Other Digestive,Texas,2014,10.9
Male,Other Digestive,Utah,2014,9
Male,Other Digestive,Vermont,2014,
Male,Other Digestive,Virginia,2014,9
Male,Other Digestive,Washington,2014,9.3
Male,Other Digestive,West Virginia,2014,12.2
Male,Other Digestive,Wisconsin,2014,10.8
Male,Other Digestive,Wyoming,2014,
Male,Other Digestive,Alabama,2015,11.4
Male,Other Digestive,Alaska,2015,12.5
Male,Other Digestive,Arizona,2015,9.3
Male,Other Digestive,Arkansas,2015,10.6
Male,Other Digestive,California,2015,9.8
Male,Other Digestive,Colorado,2015,8.1
Male,Other Digestive,Connecticut,2015,9.5
Male,Other Digestive,Delaware,2015,
Male,Other Digestive,District of Columbia,2015,
Male,Other Digestive,Florida,2015,9.7
Male,Other Digestive,Georgia,2015,10
Male,Other Digestive,Hawaii,2015,7.7
Male,Other Digestive,Idaho,2015,5.8
Male,Other Digestive,Illinois,2015,10.1
Male,Other Digestive,Indiana,2015,11.3
Male,Other Digestive,Iowa,2015,8.5
Male,Other Digestive,Kansas,2015,7.2
Male,Other Digestive,Kentucky,2015,11.2
Male,Other Digestive,Louisiana,2015,11.7
Male,Other Digestive,Maine,2015,7.2
Male,Other Digestive,Maryland,2015,9
Male,Other Digestive,Massachusetts,2015,9.1
Male,Other Digestive,Michigan,2015,10
Male,Other Digestive,Minnesota,2015,10.4
Male,Other Digestive,Mississippi,2015,16.5
Male,Other Digestive,Missouri,2015,9
Male,Other Digestive,Montana,2015,10.2
Male,Other Digestive,Nebraska,2015,10.3
Male,Other Digestive,Nevada,2015,6.9
Male,Other Digestive,New Hampshire,2015,10.7
Male,Other Digestive,New Jersey,2015,9.4
Male,Other Digestive,New Mexico,2015,14.9
Male,Other Digestive,New York,2015,10.9
Male,Other Digestive,North Carolina,2015,10
Male,Other Digestive,North Dakota,2015,
Male,Other Digestive,Ohio,2015,10.1
Male,Other Digestive,Oklahoma,2015,10
Male,Other Digestive,Oregon,2015,9.1
Male,Other Digestive,Pennsylvania,2015,11.3
Male,Other Digestive,Rhode Island,2015,11.4
Male,Other Digestive,South Carolina,2015,10.4
Male,Other Digestive,South Dakota,2015,
Male,Other Digestive,Tennessee,2015,11.3
Male,Other Digestive,Texas,2015,11
Male,Other Digestive,Utah,2015,5.8
Male,Other Digestive,Vermont,2015,
Male,Other Digestive,Virginia,2015,10.1
Male,Other Digestive,Washington,2015,8.3
Male,Other Digestive,West Virginia,2015,8.6
Male,Other Digestive,Wisconsin,2015,9.1
Male,Other Digestive,Wyoming,2015,
Male,Other Digestive,Alabama,2016,9.2
Male,Other Digestive,Alaska,2016,
Male,Other Digestive,Arizona,2016,8.9
Male,Other Digestive,Arkansas,2016,12.6
Male,Other Digestive,California,2016,8.7
Male,Other Digestive,Colorado,2016,8.4
Male,Other Digestive,Connecticut,2016,8.7
Male,Other Digestive,Delaware,2016,11
Male,Other Digestive,District of Columbia,2016,16.1
Male,Other Digestive,Florida,2016,10.5
Male,Other Digestive,Georgia,2016,10.7
Male,Other Digestive,Hawaii,2016,9
Male,Other Digestive,Idaho,2016,6.3
Male,Other Digestive,Illinois,2016,9.3
Male,Other Digestive,Indiana,2016,10.6
Male,Other Digestive,Iowa,2016,8
Male,Other Digestive,Kansas,2016,9.4
Male,Other Digestive,Kentucky,2016,11.7
Male,Other Digestive,Louisiana,2016,9.5
Male,Other Digestive,Maine,2016,12.9
Male,Other Digestive,Maryland,2016,10.8
Male,Other Digestive,Massachusetts,2016,9.8
Male,Other Digestive,Michigan,2016,10
Male,Other Digestive,Minnesota,2016,9.3
Male,Other Digestive,Mississippi,2016,12.1
Male,Other Digestive,Missouri,2016,11.8
Male,Other Digestive,Montana,2016,11.8
Male,Other Digestive,Nebraska,2016,11.7
Male,Other Digestive,Nevada,2016,6.3
Male,Other Digestive,New Hampshire,2016,9.8
Male,Other Digestive,New Jersey,2016,9.1
Male,Other Digestive,New Mexico,2016,9.4
Male,Other Digestive,New York,2016,12.1
Male,Other Digestive,North Carolina,2016,10.6
Male,Other Digestive,North Dakota,2016,
Male,Other Digestive,Ohio,2016,9.2
Male,Other Digestive,Oklahoma,2016,10.5
Male,Other Digestive,Oregon,2016,8.4
Male,Other Digestive,Pennsylvania,2016,9.3
Male,Other Digestive,Rhode Island,2016,13.8
Male,Other Digestive,South Carolina,2016,10.6
Male,Other Digestive,South Dakota,2016,10.9
Male,Other Digestive,Tennessee,2016,11.7
Male,Other Digestive,Texas,2016,10.1
Male,Other Digestive,Utah,2016,6.3
Male,Other Digestive,Vermont,2016,
Male,Other Digestive,Virginia,2016,9.5
Male,Other Digestive,Washington,2016,8.4
Male,Other Digestive,West Virginia,2016,10.9
Male,Other Digestive,Wisconsin,2016,9.9
Male,Other Digestive,Wyoming,2016,
Male,Other Digestive,Alabama,2017,10.8
Male,Other Digestive,Alaska,2017,11
Male,Other Digestive,Arizona,2017,8.7
Male,Other Digestive,Arkansas,2017,11.8
Male,Other Digestive,California,2017,9.2
Male,Other Digestive,Colorado,2017,7.8
Male,Other Digestive,Connecticut,2017,9.4
Male,Other Digestive,Delaware,2017,15.4
Male,Other Digestive,District of Columbia,2017,
Male,Other Digestive,Florida,2017,10.5
Male,Other Digestive,Georgia,2017,11.6
Male,Other Digestive,Hawaii,2017,11
Male,Other Digestive,Idaho,2017,8.2
Male,Other Digestive,Illinois,2017,9.6
Male,Other Digestive,Indiana,2017,11.5
Male,Other Digestive,Iowa,2017,11.7
Male,Other Digestive,Kansas,2017,9.1
Male,Other Digestive,Kentucky,2017,12.4
Male,Other Digestive,Louisiana,2017,11.2
Male,Other Digestive,Maine,2017,10.4
Male,Other Digestive,Maryland,2017,9.5
Male,Other Digestive,Massachusetts,2017,9.2
Male,Other Digestive,Michigan,2017,9.9
Male,Other Digestive,Minnesota,2017,10.8
Male,Other Digestive,Mississippi,2017,8.9
Male,Other Digestive,Missouri,2017,11.3
Male,Other Digestive,Montana,2017,
Male,Other Digestive,Nebraska,2017,9.3
Male,Other Digestive,Nevada,2017,8.7
Male,Other Digestive,New Hampshire,2017,11.6
Male,Other Digestive,New Jersey,2017,9.8
Male,Other Digestive,New Mexico,2017,11.7
Male,Other Digestive,New York,2017,12
Male,Other Digestive,North Carolina,2017,10.9
Male,Other Digestive,North Dakota,2017,
Male,Other Digestive,Ohio,2017,11.2
Male,Other Digestive,Oklahoma,2017,7.9
Male,Other Digestive,Oregon,2017,8.5
Male,Other Digestive,Pennsylvania,2017,9.3
Male,Other Digestive,Rhode Island,2017,9
Male,Other Digestive,South Carolina,2017,8.7
Male,Other Digestive,South Dakota,2017,11.1
Male,Other Digestive,Tennessee,2017,11.7
Male,Other Digestive,Texas,2017,10.4
Male,Other Digestive,Utah,2017,8.1
Male,Other Digestive,Vermont,2017,
Male,Other Digestive,Virginia,2017,7.4
Male,Other Digestive,Washington,2017,9.2
Male,Other Digestive,West Virginia,2017,9.3
Male,Other Digestive,Wisconsin,2017,11
Male,Other Digestive,Wyoming,2017,
Male,Other Digestive,Alabama,2018,10.4
Male,Other Digestive,Alaska,2018,
Male,Other Digestive,Arizona,2018,9.1
Male,Other Digestive,Arkansas,2018,10.2
Male,Other Digestive,California,2018,8.4
Male,Other Digestive,Colorado,2018,7.5
Male,Other Digestive,Connecticut,2018,11.2
Male,Other Digestive,Delaware,2018,
Male,Other Digestive,District of Columbia,2018,17.5
Male,Other Digestive,Florida,2018,9.9
Male,Other Digestive,Georgia,2018,10.2
Male,Other Digestive,Hawaii,2018,10
Male,Other Digestive,Idaho,2018,8.3
Male,Other Digestive,Illinois,2018,9.6
Male,Other Digestive,Indiana,2018,8.5
Male,Other Digestive,Iowa,2018,7.9
Male,Other Digestive,Kansas,2018,9.2
Male,Other Digestive,Kentucky,2018,12.7
Male,Other Digestive,Louisiana,2018,12.5
Male,Other Digestive,Maine,2018,11.7
Male,Other Digestive,Maryland,2018,8.4
Male,Other Digestive,Massachusetts,2018,9.5
Male,Other Digestive,Michigan,2018,9.6
Male,Other Digestive,Minnesota,2018,10.7
Male,Other Digestive,Mississippi,2018,13.6
Male,Other Digestive,Missouri,2018,11.3
Male,Other Digestive,Montana,2018,
Male,Other Digestive,Nebraska,2018,8.5
Male,Other Digestive,Nevada,2018,7.4
Male,Other Digestive,New Hampshire,2018,12.2
Male,Other Digestive,New Jersey,2018,8
Male,Other Digestive,New Mexico,2018,11.6
Male,Other Digestive,New York,2018,12
Male,Other Digestive,North Carolina,2018,10.2
Male,Other Digestive,North Dakota,2018,
Male,Other Digestive,Ohio,2018,11.3
Male,Other Digestive,Oklahoma,2018,9.4
Male,Other Digestive,Oregon,2018,7.7
Male,Other Digestive,Pennsylvania,2018,10.5
Male,Other Digestive,Rhode Island,2018,9.3
Male,Other Digestive,South Carolina,2018,10.8
Male,Other Digestive,South Dakota,2018,
Male,Other Digestive,Tennessee,2018,10.9
Male,Other Digestive,Texas,2018,11.5
Male,Other Digestive,Utah,2018,8.5
Male,Other Digestive,Vermont,2018,
Male,Other Digestive,Virginia,2018,8.7
Male,Other Digestive,Washington,2018,8.9
Male,Other Digestive,West Virginia,2018,12.1
Male,Other Digestive,Wisconsin,2018,9.3
Male,Other Digestive,Wyoming,2018,
Male,Other Digestive,Alabama,2019,11.3
Male,Other Digestive,Alaska,2019,
Male,Other Digestive,Arizona,2019,10.1
Male,Other Digestive,Arkansas,2019,8.8
Male,Other Digestive,California,2019,9.1
Male,Other Digestive,Colorado,2019,8.3
Male,Other Digestive,Connecticut,2019,11.1
Male,Other Digestive,Delaware,2019,12.3
Male,Other Digestive,District of Columbia,2019,
Male,Other Digestive,Florida,2019,10.1
Male,Other Digestive,Georgia,2019,12.1
Male,Other Digestive,Hawaii,2019,10.6
Male,Other Digestive,Idaho,2019,7.7
Male,Other Digestive,Illinois,2019,10.4
Male,Other Digestive,Indiana,2019,10
Male,Other Digestive,Iowa,2019,8.9
Male,Other Digestive,Kansas,2019,10
Male,Other Digestive,Kentucky,2019,11.2
Male,Other Digestive,Louisiana,2019,10.3
Male,Other Digestive,Maine,2019,8.7
Male,Other Digestive,Maryland,2019,10.5
Male,Other Digestive,Massachusetts,2019,10.8
Male,Other Digestive,Michigan,2019,8.9
Male,Other Digestive,Minnesota,2019,9
Male,Other Digestive,Mississippi,2019,8.7
Male,Other Digestive,Missouri,2019,11.1
Male,Other Digestive,Montana,2019,9.7
Male,Other Digestive,Nebraska,2019,11.2
Male,Other Digestive,Nevada,2019,8.7
Male,Other Digestive,New Hampshire,2019,10.1
Male,Other Digestive,New Jersey,2019,10
Male,Other Digestive,New Mexico,2019,12.2
Male,Other Digestive,New York,2019,12
Male,Other Digestive,North Carolina,2019,11.1
Male,Other Digestive,North Dakota,2019,
Male,Other Digestive,Ohio,2019,10.7
Male,Other Digestive,Oklahoma,2019,10.8
Male,Other Digestive,Oregon,2019,9
Male,Other Digestive,Pennsylvania,2019,11.1
Male,Other Digestive,Rhode Island,2019,
Male,Other Digestive,South Carolina,2019,9.6
Male,Other Digestive,South Dakota,2019,
Male,Other Digestive,Tennessee,2019,11.4
Male,Other Digestive,Texas,2019,10.3
Male,Other Digestive,Utah,2019,8.6
Male,Other Digestive,Vermont,2019,
Male,Other Digestive,Virginia,2019,9
Male,Other Digestive,Washington,2019,8.3
Male,Other Digestive,West Virginia,2019,11.4
Male,Other Digestive,Wisconsin,2019,10.2
Male,Other Digestive,Wyoming,2019,
Male,Other Digestive,Alabama,2020,11
Male,Other Digestive,Alaska,2020,
Male,Other Digestive,Arizona,2020,7.6
Male,Other Digestive,Arkansas,2020,10.6
Male,Other Digestive,California,2020,8.9
Male,Other Digestive,Colorado,2020,6
Male,Other Digestive,Connecticut,2020,8.1
Male,Other Digestive,Delaware,2020,16.1
Male,Other Digestive,District of Columbia,2020,
Male,Other Digestive,Florida,2020,10.5
Male,Other Digestive,Georgia,2020,10.6
Male,Other Digestive,Hawaii,2020,9.9
Male,Other Digestive,Idaho,2020,9
Male,Other Digestive,Illinois,2020,10
Male,Other Digestive,Indiana,2020,8.6
Male,Other Digestive,Iowa,2020,9.4
Male,Other Digestive,Kansas,2020,8.9
Male,Other Digestive,Kentucky,2020,10.9
Male,Other Digestive,Louisiana,2020,8.9
Male,Other Digestive,Maine,2020,8.2
Male,Other Digestive,Maryland,2020,9.6
Male,Other Digestive,Massachusetts,2020,7.6
Male,Other Digestive,Michigan,2020,10.4
Male,Other Digestive,Minnesota,2020,10.7
Male,Other Digestive,Mississippi,2020,8
Male,Other Digestive,Missouri,2020,10.4
Male,Other Digestive,Montana,2020,
Male,Other Digestive,Nebraska,2020,10.6
Male,Other Digestive,Nevada,2020,9.1
Male,Other Digestive,New Hampshire,2020,8.1
Male,Other Digestive,New Jersey,2020,9
Male,Other Digestive,New Mexico,2020,6.3
Male,Other Digestive,New York,2020,10.3
Male,Other Digestive,North Carolina,2020,10.5
Male,Other Digestive,North Dakota,2020,
Male,Other Digestive,Ohio,2020,8.6
Male,Other Digestive,Oklahoma,2020,10.4
Male,Other Digestive,Oregon,2020,8.9
Male,Other Digestive,Pennsylvania,2020,9.9
Male,Other Digestive,Rhode Island,2020,9.7
Male,Other Digestive,South Carolina,2020,9.7
Male,Other Digestive,South Dakota,2020,
Male,Other Digestive,Tennessee,2020,10.5
Male,Other Digestive,Texas,2020,9.8
Male,Other Digestive,Utah,2020,5.9
Male,Other Digestive,Vermont,2020,
Male,Other Digestive,Virginia,2020,8.4
Male,Other Digestive,Washington,2020,7.5
Male,Other Digestive,West Virginia,2020,14.1
Male,Other Digestive,Wisconsin,2020,8.5
Male,Other Digestive,Wyoming,2020,
Male,Other Digestive,Alabama,2021,10.5
Male,Other Digestive,Alaska,2021,11.7
Male,Other Digestive,Arizona,2021,8.4
Male,Other Digestive,Arkansas,2021,11.7
Male,Other Digestive,California,2021,10.1
Male,Other Digestive,Colorado,2021,9.1
Male,Other Digestive,Connecticut,2021,9.7
Male,Other Digestive,Delaware,2021,9.9
Male,Other Digestive,District of Columbia,2021,
