Sex,Site,State,Year,Rate
Male,Male Genital,Michigan,2009,23.1
Male,Male Genital,Minnesota,2009,24.5
Male,Male Genital,Mississippi,2009,18.5
Male,Male Genital,Missouri,2009,20.9
Male,Male Genital,Montana,2009,15.4
Male,Male Genital,Nebraska,2009,22.1
Male,Male Genital,Nevada,2009,17
Male,Male Genital,New Hampshire,2009,22.6
Male,Male Genital,New Jersey,2009,24.4
Male,Male Genital,New Mexico,2009,21.8
Male,Male Genital,New York,2009,24.8
Male,Male Genital,North Carolina,2009,23.6
Male,Male Genital,North Dakota,2009,30.8
Male,Male Genital,Ohio,2009,19.7
Male,Male Genital,Oklahoma,2009,19.6
Male,Male Genital,Oregon,2009,16.5
Male,Male Genital,Pennsylvania,2009,23.8
Male,Male Genital,Rhode Island,2009,20.4
Male,Male Genital,South Carolina,2009,19.7
Male,Male Genital,South Dakota,2009,13.8
Male,Male Genital,Tennessee,2009,19.2
Male,Male Genital,Texas,2009,18.8
Male,Male Genital,Utah,2009,22.4
Male,Male Genital,Vermont,2009,23.9
Male,Male Genital,Virginia,2009,20.2
Male,Male Genital,Washington,2009,23.2
Male,Male Genital,West Virginia,2009,20.7
Male,Male Genital,Wisconsin,2009,23.9
Male,Male Genital,Wyoming,2009,19.7
Male,Male Genital,Alabama,2010,23.8
Male,Male Genital,Alaska,2010,27.6
Male,Male Genital,Arizona,2010,18.6
Male,Male Genital,Arkansas,2010,18.1
Male,Male Genital,California,2010,18.8
Male,Male Genital,Colorado,2010,19.1
Male,Male Genital,Connecticut,2010,23.7
Male,Male Genital,Delaware,2010,26.5
Male,Male Genital,District of Columbia,2010,31.6
Male,Male Genital,Florida,2010,20.2
Male,Male Genital,Georgia,2010,19.9
Male,Male Genital,Hawaii,2010,14.3
Male,Male Genital,Idaho,2010,16.1
Male,Male Genital,Illinois,2010,22.3
Male,Male Genital,Indiana,2010,18.6
Male,Male Genital,Iowa,2010,20.7
Male,Male Genital,Kansas,2010,18.8
Male,Male Genital,Kentucky,2010,19.7
Male,Male Genital,Louisiana,2010,24
Male,Male Genital,Maine,2010,25.6
Male,Male Genital,Maryland,2010,20.9
Male,Male Genital,Massachusetts,2010,22.7
Male,Male Genital,Michigan,2010,24.5
Male,Male Genital,Minnesota,2010,22.8
Male,Male Genital,Mississippi,2010,21.3
Male,Male Genital,Missouri,2010,17.7
Male,Male Genital,Montana,2010,26.5
Male,Male Genital,Nebraska,2010,20.6
Male,Male Genital,Nevada,2010,15.9
Male,Male Genital,New Hampshire,2010,25.9
Male,Male Genital,New Jersey,2010,23.5
Male,Male Genital,New Mexico,2010,19.9
Male,Male Genital,New York,2010,23.3
Male,Male Genital,North Carolina,2010,21.6
Male,Male Genital,North Dakota,2010,18.5
Male,Male Genital,Ohio,2010,18
Male,Male Genital,Oklahoma,2010,18.8
Male,Male Genital,Oregon,2010,18.8
Male,Male Genital,Pennsylvania,2010,25.5
Male,Male Genital,Rhode Island,2010,23.5
Male,Male Genital,South Carolina,2010,19.3
Male,Male Genital,South Dakota,2010,17.2
Male,Male Genital,Tennessee,2010,19
Male,Male Genital,Texas,2010,17.6
Male,Male Genital,Utah,2010,22.2
Male,Male Genital,Vermont,2010,13.8
Male,Male Genital,Virginia,2010,19.3
Male,Male Genital,Washington,2010,22
Male,Male Genital,West Virginia,2010,18.9
Male,Male Genital,Wisconsin,2010,24.1
Male,Male Genital,Wyoming,2010,25.9
Male,Male Genital,Alabama,2011,20.7
Male,Male Genital,Alaska,2011,18.6
Male,Male Genital,Arizona,2011,18
Male,Male Genital,Arkansas,2011,18.8
Male,Male Genital,California,2011,18.5
Male,Male Genital,Colorado,2011,18.7
Male,Male Genital,Connecticut,2011,23.8
Male,Male Genital,Delaware,2011,25.3
Male,Male Genital,District of Columbia,2011,24.8
Male,Male Genital,Florida,2011,20.3
Male,Male Genital,Georgia,2011,20.3
Male,Male Genital,Hawaii,2011,13.3
Male,Male Genital,Idaho,2011,24.2
Male,Male Genital,Illinois,2011,21.5
Male,Male Genital,Indiana,2011,18.6
Male,Male Genital,Iowa,2011,20.1
Male,Male Genital,Kansas,2011,18.6
Male,Male Genital,Kentucky,2011,19.5
Male,Male Genital,Louisiana,2011,21.4
Male,Male Genital,Maine,2011,20.5
Male,Male Genital,Maryland,2011,22.2
Male,Male Genital,Massachusetts,2011,22.3
Male,Male Genital,Michigan,2011,25.1
Male,Male Genital,Minnesota,2011,21.4
Male,Male Genital,Mississippi,2011,19.1
Male,Male Genital,Missouri,2011,18.9
Male,Male Genital,Montana,2011,21.1
Male,Male Genital,Nebraska,2011,16.4
Male,Male Genital,Nevada,2011,17.2
Male,Male Genital,New Hampshire,2011,26.5
Male,Male Genital,New Jersey,2011,24.5
Male,Male Genital,New Mexico,2011,21
Male,Male Genital,New York,2011,24.5
Male,Male Genital,North Carolina,2011,22.8
Male,Male Genital,North Dakota,2011,20.2
Male,Male Genital,Ohio,2011,19.3
Male,Male Genital,Oklahoma,2011,20.2
Male,Male Genital,Oregon,2011,18.3
Male,Male Genital,Pennsylvania,2011,23
Male,Male Genital,Rhode Island,2011,31.5
Male,Male Genital,South Carolina,2011,20.6
Male,Male Genital,South Dakota,2011,19
Male,Male Genital,Tennessee,2011,20.6
Male,Male Genital,Texas,2011,17
Male,Male Genital,Utah,2011,22.3
Male,Male Genital,Vermont,2011,23.8
Male,Male Genital,Virginia,2011,20
Male,Male Genital,Washington,2011,21.4
Male,Male Genital,West Virginia,2011,18.3
Male,Male Genital,Wisconsin,2011,23.8
Male,Male Genital,Wyoming,2011,20.9
Male,Male Genital,Alabama,2012,20.6
Male,Male Genital,Alaska,2012,16.1
Male,Male Genital,Arizona,2012,17.2
Male,Male Genital,Arkansas,2012,16.5
Male,Male Genital,California,2012,18.3
Male,Male Genital,Colorado,2012,18.4
Male,Male Genital,Connecticut,2012,20.4
Male,Male Genital,Delaware,2012,22.7
Male,Male Genital,District of Columbia,2012,30.6
Male,Male Genital,Florida,2012,20.2
Male,Male Genital,Georgia,2012,18.9
Male,Male Genital,Hawaii,2012,17.5
Male,Male Genital,Idaho,2012,19.9
Male,Male Genital,Illinois,2012,20
Male,Male Genital,Indiana,2012,19.4
Male,Male Genital,Iowa,2012,18.3
Male,Male Genital,Kansas,2012,22.9
Male,Male Genital,Kentucky,2012,19.1
Male,Male Genital,Louisiana,2012,22.1
Male,Male Genital,Maine,2012,16.6
Male,Male Genital,Maryland,2012,19.4
Male,Male Genital,Massachusetts,2012,21.2
Male,Male Genital,Michigan,2012,21
Male,Male Genital,Minnesota,2012,18.9
Male,Male Genital,Mississippi,2012,18.6
Male,Male Genital,Missouri,2012,16.5
Male,Male Genital,Montana,2012,21.7
Male,Male Genital,Nebraska,2012,19.1
Male,Male Genital,Nevada,2012,15.9
Male,Male Genital,New Hampshire,2012,25.6
Male,Male Genital,New Jersey,2012,22.9
Male,Male Genital,New Mexico,2012,16.2
Male,Male Genital,New York,2012,22.7
Male,Male Genital,North Carolina,2012,21.6
Male,Male Genital,North Dakota,2012,17.3
Male,Male Genital,Ohio,2012,17.8
Male,Male Genital,Oklahoma,2012,15.2
Male,Male Genital,Oregon,2012,18.4
Male,Male Genital,Pennsylvania,2012,22.5
Male,Male Genital,Rhode Island,2012,25.3
Male,Male Genital,South Carolina,2012,18.6
Male,Male Genital,South Dakota,2012,18
Male,Male Genital,Tennessee,2012,19.6
Male,Male Genital,Texas,2012,16.6
Male,Male Genital,Utah,2012,18.8
Male,Male Genital,Vermont,2012,12.5
Male,Male Genital,Virginia,2012,16
Male,Male Genital,Washington,2012,20.7
Male,Male Genital,West Virginia,2012,20.3
Male,Male Genital,Wisconsin,2012,21.3
Male,Male Genital,Wyoming,2012,14.7
Male,Male Genital,Alabama,2013,19.3
Male,Male Genital,Alaska,2013,14.7
Male,Male Genital,Arizona,2013,15.4
Male,Male Genital,Arkansas,2013,19.5
Male,Male Genital,California,2013,17.5
Male,Male Genital,Colorado,2013,16.1
Male,Male Genital,Connecticut,2013,20.4
Male,Male Genital,Delaware,2013,25.2
Male,Male Genital,District of Columbia,2013,20.9
Male,Male Genital,Florida,2013,18.9
Male,Male Genital,Georgia,2013,19.5
Male,Male Genital,Hawaii,2013,13.9
Male,Male Genital,Idaho,2013,17.6
Male,Male Genital,Illinois,2013,19.3
Male,Male Genital,Indiana,2013,19.2
Male,Male Genital,Iowa,2013,16.4
Male,Male Genital,Kansas,2013,18.4
Male,Male Genital,Kentucky,2013,19.4
Male,Male Genital,Louisiana,2013,21.2
Male,Male Genital,Maine,2013,18.8
Male,Male Genital,Maryland,2013,18.7
Male,Male Genital,Massachusetts,2013,19.9
Male,Male Genital,Michigan,2013,22.1
Male,Male Genital,Minnesota,2013,19.4
Male,Male Genital,Mississippi,2013,19.4
Male,Male Genital,Missouri,2013,16.9
Male,Male Genital,Montana,2013,18.6
Male,Male Genital,Nebraska,2013,21.1
Male,Male Genital,Nevada,2013,13.4
Male,Male Genital,New Hampshire,2013,22.8
Male,Male Genital,New Jersey,2013,20.1
Male,Male Genital,New Mexico,2013,18.4
Male,Male Genital,New York,2013,20.4
Male,Male Genital,North Carolina,2013,19.8
Male,Male Genital,North Dakota,2013,17.2
Male,Male Genital,Ohio,2013,17
Male,Male Genital,Oklahoma,2013,16.6
Male,Male Genital,Oregon,2013,17.3
Male,Male Genital,Pennsylvania,2013,20.4
Male,Male Genital,Rhode Island,2013,21.4
Male,Male Genital,South Carolina,2013,16.6
Male,Male Genital,South Dakota,2013,17.5
Male,Male Genital,Tennessee,2013,19.9
Male,Male Genital,Texas,2013,16.7
Male,Male Genital,Utah,2013,18
Male,Male Genital,Vermont,2013,18.3
Male,Male Genital,Virginia,2013,16.2
Male,Male Genital,Washington,2013,18
Male,Male Genital,West Virginia,2013,16.3
Male,Male Genital,Wisconsin,2013,16.7
Male,Male Genital,Wyoming,2013,22.3
Male,Male Genital,Alabama,2014,19.8
Male,Male Genital,Alaska,2014,15.2
Male,Male Genital,Arizona,2014,16.1
Male,Male Genital,Arkansas,2014,20.5
Male,Male Genital,California,2014,16.5
Male,Male Genital,Colorado,2014,18
Male,Male Genital,Connecticut,2014,21.2
Male,Male Genital,Delaware,2014,19.4
Male,Male Genital,District of Columbia,2014,17.1
Male,Male Genital,Florida,2014,18.2
Male,Male Genital,Georgia,2014,17.9
Male,Male Genital,Hawaii,2014,12.3
Male,Male Genital,Idaho,2014,21.7
Male,Male Genital,Illinois,2014,18.1
Male,Male Genital,Indiana,2014,18.2
Male,Male Genital,Iowa,2014,18.3
Male,Male Genital,Kansas,2014,18.7
Male,Male Genital,Kentucky,2014,18.4
Male,Male Genital,Louisiana,2014,22.4
Male,Male Genital,Maine,2014,15.5
Male,Male Genital,Maryland,2014,17.1
Male,Male Genital,Massachusetts,2014,18.2
Male,Male Genital,Michigan,2014,19.5
Male,Male Genital,Minnesota,2014,18.5
Male,Male Genital,Mississippi,2014,17.4
Male,Male Genital,Missouri,2014,15
Male,Male Genital,Montana,2014,19.6
Male,Male Genital,Nebraska,2014,20.5
Male,Male Genital,Nevada,2014,15
Male,Male Genital,New Hampshire,2014,16.3
Male,Male Genital,New Jersey,2014,20.7
Male,Male Genital,New Mexico,2014,16.8
Male,Male Genital,New York,2014,20.1
Male,Male Genital,North Carolina,2014,19.3
Male,Male Genital,North Dakota,2014,19.3
Male,Male Genital,Ohio,2014,19.2
Male,Male Genital,Oklahoma,2014,17.4
Male,Male Genital,Oregon,2014,20.7
Male,Male Genital,Pennsylvania,2014,18.7
Male,Male Genital,Rhode Island,2014,11.3
Male,Male Genital,South Carolina,2014,17.1
Male,Male Genital,South Dakota,2014,24.4
Male,Male Genital,Tennessee,2014,18.4
Male,Male Genital,Texas,2014,16.5
Male,Male Genital,Utah,2014,17.9
Male,Male Genital,Vermont,2014,14.2
Male,Male Genital,Virginia,2014,16.1
Male,Male Genital,Washington,2014,20.4
Male,Male Genital,West Virginia,2014,14.8
Male,Male Genital,Wisconsin,2014,19.6
Male,Male Genital,Wyoming,2014,15.1
Male,Male Genital,Alabama,2015,18.9
Male,Male Genital,Alaska,2015,17.4
Male,Male Genital,Arizona,2015,17.8
Male,Male Genital,Arkansas,2015,16.5
Male,Male Genital,California,2015,16.3
Male,Male Genital,Colorado,2015,15.2
Male,Male Genital,Connecticut,2015,16.1
Male,Male Genital,Delaware,2015,21
Male,Male Genital,District of Columbia,2015,20.3
Male,Male Genital,Florida,2015,16.6
Male,Male Genital,Georgia,2015,17.8
Male,Male Genital,Hawaii,2015,16
Male,Male Genital,Idaho,2015,22.5
Male,Male Genital,Illinois,2015,19
Male,Male Genital,Indiana,2015,18.9
Male,Male Genital,Iowa,2015,20.1
Male,Male Genital,Kansas,2015,18.8
Male,Male Genital,Kentucky,2015,18
Male,Male Genital,Louisiana,2015,17.6
Male,Male Genital,Maine,2015,15.2
Male,Male Genital,Maryland,2015,19.9
Male,Male Genital,Massachusetts,2015,18.4
Male,Male Genital,Michigan,2015,19.9
Male,Male Genital,Minnesota,2015,18.6
Male,Male Genital,Mississippi,2015,19.4
Male,Male Genital,Missouri,2015,18.9
Male,Male Genital,Montana,2015,23.7
Male,Male Genital,Nebraska,2015,15.2
Male,Male Genital,Nevada,2015,12.1
Male,Male Genital,New Hampshire,2015,20.2
Male,Male Genital,New Jersey,2015,19.8
Male,Male Genital,New Mexico,2015,18.6
Male,Male Genital,New York,2015,19
Male,Male Genital,North Carolina,2015,19.5
Male,Male Genital,North Dakota,2015,13.9
Male,Male Genital,Ohio,2015,18.2
Male,Male Genital,Oklahoma,2015,15.4
Male,Male Genital,Oregon,2015,18.3
Male,Male Genital,Pennsylvania,2015,18.7
Male,Male Genital,Rhode Island,2015,17.7
Male,Male Genital,South Carolina,2015,18
Male,Male Genital,South Dakota,2015,20.3
Male,Male Genital,Tennessee,2015,17.4
Male,Male Genital,Texas,2015,15.9
Male,Male Genital,Utah,2015,19.4
Male,Male Genital,Vermont,2015,
Male,Male Genital,Virginia,2015,14.1
Male,Male Genital,Washington,2015,15.4
Male,Male Genital,West Virginia,2015,19.1
Male,Male Genital,Wisconsin,2015,21.5
Male,Male Genital,Wyoming,2015,17.7
Male,Male Genital,Alabama,2016,17.8
Male,Male Genital,Alaska,2016,18
Male,Male Genital,Arizona,2016,17.5
Male,Male Genital,Arkansas,2016,18.7
Male,Male Genital,California,2016,16
Male,Male Genital,Colorado,2016,14.8
Male,Male Genital,Connecticut,2016,20.6
Male,Male Genital,Delaware,2016,23.8
Male,Male Genital,District of Columbia,2016,23.4
Male,Male Genital,Florida,2016,16.1
Male,Male Genital,Georgia,2016,18.6
Male,Male Genital,Hawaii,2016,17.5
Male,Male Genital,Idaho,2016,19.8
Male,Male Genital,Illinois,2016,19.9
Male,Male Genital,Indiana,2016,17.7
Male,Male Genital,Iowa,2016,18.9
Male,Male Genital,Kansas,2016,17.1
Male,Male Genital,Kentucky,2016,18.2
Male,Male Genital,Louisiana,2016,17
Male,Male Genital,Maine,2016,18.1
Male,Male Genital,Maryland,2016,17.6
Male,Male Genital,Massachusetts,2016,16.7
Male,Male Genital,Michigan,2016,18.5
Male,Male Genital,Minnesota,2016,19.4
Male,Male Genital,Mississippi,2016,17.2
Male,Male Genital,Missouri,2016,16.9
Male,Male Genital,Montana,2016,18.6
Male,Male Genital,Nebraska,2016,18.8
Male,Male Genital,Nevada,2016,16.8
Male,Male Genital,New Hampshire,2016,22.4
Male,Male Genital,New Jersey,2016,19.8
Male,Male Genital,New Mexico,2016,15.4
Male,Male Genital,New York,2016,19.5
Male,Male Genital,North Carolina,2016,20.7
Male,Male Genital,North Dakota,2016,19.8
Male,Male Genital,Ohio,2016,16.2
Male,Male Genital,Oklahoma,2016,18.9
Male,Male Genital,Oregon,2016,16.4
Male,Male Genital,Pennsylvania,2016,21.2
Male,Male Genital,Rhode Island,2016,13.7
Male,Male Genital,South Carolina,2016,17.1
Male,Male Genital,South Dakota,2016,14.9
Male,Male Genital,Tennessee,2016,18.1
Male,Male Genital,Texas,2016,16.1
Male,Male Genital,Utah,2016,19.1
Male,Male Genital,Vermont,2016,22.1
Male,Male Genital,Virginia,2016,16.5
Male,Male Genital,Washington,2016,16.3
Male,Male Genital,West Virginia,2016,16
Male,Male Genital,Wisconsin,2016,20.4
Male,Male Genital,Wyoming,2016,17.4
Male,Male Genital,Alabama,2017,17.7
Male,Male Genital,Alaska,2017,13.2
Male,Male Genital,Arizona,2017,17.6
Male,Male Genital,Arkansas,2017,18.6
Male,Male Genital,California,2017,16.4
Male,Male Genital,Colorado,2017,15.3
Male,Male Genital,Connecticut,2017,19.7
Male,Male Genital,Delaware,2017,15.4
Male,Male Genital,District of Columbia,2017,22.1
Male,Male Genital,Florida,2017,15.7
Male,Male Genital,Georgia,2017,18.2
Male,Male Genital,Hawaii,2017,13.8
Male,Male Genital,Idaho,2017,16.6
Male,Male Genital,Illinois,2017,18.5
Male,Male Genital,Indiana,2017,17.1
Male,Male Genital,Iowa,2017,21.5
Male,Male Genital,Kansas,2017,17.3
Male,Male Genital,Kentucky,2017,18.7
Male,Male Genital,Louisiana,2017,18.6
Male,Male Genital,Maine,2017,20.4
Male,Male Genital,Maryland,2017,18.4
Male,Male Genital,Massachusetts,2017,16.5
Male,Male Genital,Michigan,2017,19.7
Male,Male Genital,Minnesota,2017,19.4
Male,Male Genital,Mississippi,2017,18.9
Male,Male Genital,Missouri,2017,16.4
Male,Male Genital,Montana,2017,20.2
Male,Male Genital,Nebraska,2017,18.3
Male,Male Genital,Nevada,2017,16.8
Male,Male Genital,New Hampshire,2017,19.8
Male,Male Genital,New Jersey,2017,19.5
Male,Male Genital,New Mexico,2017,15.1
Male,Male Genital,New York,2017,19.3
Male,Male Genital,North Carolina,2017,18.3
Male,Male Genital,North Dakota,2017,20.7
Male,Male Genital,Ohio,2017,16.9
Male,Male Genital,Oklahoma,2017,13.3
Male,Male Genital,Oregon,2017,17.2
Male,Male Genital,Pennsylvania,2017,16.8
Male,Male Genital,Rhode Island,2017,16
Male,Male Genital,South Carolina,2017,14.4
Male,Male Genital,South Dakota,2017,13.9
Male,Male Genital,Tennessee,2017,20.8
Male,Male Genital,Texas,2017,17.1
Male,Male Genital,Utah,2017,21.6
Male,Male Genital,Vermont,2017,15.8
Male,Male Genital,Virginia,2017,14.7
Male,Male Genital,Washington,2017,14.9
Male,Male Genital,West Virginia,2017,15.9
Male,Male Genital,Wisconsin,2017,19.3
Male,Male Genital,Wyoming,2017,18.4
Male,Male Genital,Alabama,2018,18.6
Male,Male Genital,Alaska,2018,11.3
Male,Male Genital,Arizona,2018,15.7
Male,Male Genital,Arkansas,2018,15.2
Male,Male Genital,California,2018,16.8
Male,Male Genital,Colorado,2018,16
Male,Male Genital,Connecticut,2018,19.7
Male,Male Genital,Delaware,2018,17.2
Male,Male Genital,District of Columbia,2018,20.1
Male,Male Genital,Florida,2018,16.9
Male,Male Genital,Georgia,2018,17.9
Male,Male Genital,Hawaii,2018,12.8
Male,Male Genital,Idaho,2018,20.2
Male,Male Genital,Illinois,2018,20.6
Male,Male Genital,Indiana,2018,17
Male,Male Genital,Iowa,2018,18.4
Male,Male Genital,Kansas,2018,17.4
Male,Male Genital,Kentucky,2018,17
Male,Male Genital,Louisiana,2018,21.5
Male,Male Genital,Maine,2018,15.9
Male,Male Genital,Maryland,2018,18.9
Male,Male Genital,Massachusetts,2018,18.2
Male,Male Genital,Michigan,2018,18.9
Male,Male Genital,Minnesota,2018,18.5
Male,Male Genital,Mississippi,2018,18.5
Male,Male Genital,Missouri,2018,13.8
Male,Male Genital,Montana,2018,20.6
Male,Male Genital,Nebraska,2018,20.2
Male,Male Genital,Nevada,2018,14.9
Male,Male Genital,New Hampshire,2018,18.3
Male,Male Genital,New Jersey,2018,19.7
Male,Male Genital,New Mexico,2018,20.3
Male,Male Genital,New York,2018,20.2
Male,Male Genital,North Carolina,2018,18.1
Male,Male Genital,North Dakota,2018,18.7
Male,Male Genital,Ohio,2018,18.3
Male,Male Genital,Oklahoma,2018,17.8
Male,Male Genital,Oregon,2018,15
Male,Male Genital,Pennsylvania,2018,19.3
Male,Male Genital,Rhode Island,2018,18.8
Male,Male Genital,South Carolina,2018,17.4
Male,Male Genital,South Dakota,2018,15.3
Male,Male Genital,Tennessee,2018,19.6
Male,Male Genital,Texas,2018,18.3
Male,Male Genital,Utah,2018,17.1
Male,Male Genital,Vermont,2018,21.3
Male,Male Genital,Virginia,2018,13.5
Male,Male Genital,Washington,2018,16.5
Male,Male Genital,West Virginia,2018,20.1
Male,Male Genital,Wisconsin,2018,19
Male,Male Genital,Wyoming,2018,19.3
Male,Male Genital,Alabama,2019,16.5
Male,Male Genital,Alaska,2019,16.8
Male,Male Genital,Arizona,2019,17.4
Male,Male Genital,Arkansas,2019,20.5
Male,Male Genital,California,2019,16.2
Male,Male Genital,Colorado,2019,17.9
Male,Male Genital,Connecticut,2019,20.8
Male,Male Genital,Delaware,2019,23.3
Male,Male Genital,District of Columbia,2019,20.1
Male,Male Genital,Florida,2019,15.3
Male,Male Genital,Georgia,2019,19.9
Male,Male Genital,Hawaii,2019,11.9
Male,Male Genital,Idaho,2019,17.5
Male,Male Genital,Illinois,2019,19
Male,Male Genital,Indiana,2019,18.5
Male,Male Genital,Iowa,2019,19.9
Male,Male Genital,Kansas,2019,16.9
Male,Male Genital,Kentucky,2019,17.6
Male,Male Genital,Louisiana,2019,22.8
Male,Male Genital,Maine,2019,15.7
Male,Male Genital,Maryland,2019,17.8
Male,Male Genital,Massachusetts,2019,15.6
Male,Male Genital,Michigan,2019,18.8
Male,Male Genital,Minnesota,2019,19.4
Male,Male Genital,Mississippi,2019,19.7
Male,Male Genital,Missouri,2019,19.1
Male,Male Genital,Montana,2019,25.4
Male,Male Genital,Nebraska,2019,18.6
Male,Male Genital,Nevada,2019,16.5
Male,Male Genital,New Hampshire,2019,15.7
Male,Male Genital,New Jersey,2019,20.8
Male,Male Genital,New Mexico,2019,16.4
Male,Male Genital,New York,2019,19.9
Male,Male Genital,North Carolina,2019,17.7
Male,Male Genital,North Dakota,2019,17.3
Male,Male Genital,Ohio,2019,18.4
Male,Male Genital,Oklahoma,2019,18.2
Male,Male Genital,Oregon,2019,17.3
Male,Male Genital,Pennsylvania,2019,17.1
Male,Male Genital,Rhode Island,2019,18.5
Male,Male Genital,South Carolina,2019,15.2
Male,Male Genital,South Dakota,2019,20.7
Male,Male Genital,Tennessee,2019,19.1
Male,Male Genital,Texas,2019,17.8
Male,Male Genital,Utah,2019,19
Male,Male Genital,Vermont,2019,18.6
Male,Male Genital,Virginia,2019,15.3
Male,Male Genital,Washington,2019,14.9
Male,Male Genital,West Virginia,2019,16
Male,Male Genital,Wisconsin,2019,21.1
Male,Male Genital,Wyoming,2019,17
Male,Male Genital,Alabama,2020,16.8
Male,Male Genital,Alaska,2020,18.1
Male,Male Genital,Arizona,2020,15.1
Male,Male Genital,Arkansas,2020,14.7
Male,Male Genital,California,2020,15.9
Male,Male Genital,Colorado,2020,16.4
Male,Male Genital,Connecticut,2020,17.1
Male,Male Genital,Delaware,2020,15.1
Male,Male Genital,District of Columbia,2020,13.5
Male,Male Genital,Florida,2020,15.6
Male,Male Genital,Georgia,2020,17
Male,Male Genital,Hawaii,2020,15.2
Male,Male Genital,Idaho,2020,15.9
Male,Male Genital,Illinois,2020,18.6
Male,Male Genital,Indiana,2020,16.5
Male,Male Genital,Iowa,2020,19.9
Male,Male Genital,Kansas,2020,16.7
Male,Male Genital,Kentucky,2020,14.1
Male,Male Genital,Louisiana,2020,19.6
Male,Male Genital,Maine,2020,20.1
Male,Male Genital,Maryland,2020,16.7
Male,Male Genital,Massachusetts,2020,15
Male,Male Genital,Michigan,2020,17.8
Male,Male Genital,Minnesota,2020,19.4
Male,Male Genital,Mississippi,2020,13.6
Male,Male Genital,Missouri,2020,14.5
Male,Male Genital,Montana,2020,21.6
Male,Male Genital,Nebraska,2020,17.8
Male,Male Genital,Nevada,2020,16.7
Male,Male Genital,New Hampshire,2020,12.1
Male,Male Genital,New Jersey,2020,19
Male,Male Genital,New Mexico,2020,17.6
Male,Male Genital,New York,2020,19
Male,Male Genital,North Carolina,2020,17.1
Male,Male Genital,North Dakota,2020,18
Male,Male Genital,Ohio,2020,17.4
Male,Male Genital,Oklahoma,2020,16.2
Male,Male Genital,Oregon,2020,18
Male,Male Genital,Pennsylvania,2020,15
Male,Male Genital,Rhode Island,2020,12.1
Male,Male Genital,South Carolina,2020,14.6
Male,Male Genital,South Dakota,2020,20.1
Male,Male Genital,Tennessee,2020,16.5
Male,Male Genital,Texas,2020,16
Male,Male Genital,Utah,2020,16.8
Male,Male Genital,Vermont,2020,16.5
Male,Male Genital,Virginia,2020,13.9
Male,Male Genital,Washington,2020,15.1
Male,Male Genital,West Virginia,2020,15.6
Male,Male Genital,Wisconsin,2020,18.6
Male,Male Genital,Wyoming,2020,
Male,Male Genital,Alabama,2021,16.1
Male,Male Genital,Alaska,2021,11.9
Male,Male Genital,Arizona,2021,14.2
Male,Male Genital,Arkansas,2021,14.4
Male,Male Genital,California,2021,16.9
Male,Male Genital,Colorado,2021,17.7
Male,Male Genital,Connecticut,2021,22.3
Male,Male Genital,Delaware,2021,11.8
Male,Male Genital,District of Columbia,2021,17.9
Male,Male Genital,Florida,2021,16.8
Male,Male Genital,Georgia,2021,18.1
Male,Male Genital,Hawaii,2021,15.8
Male,Male Genital,Idaho,2021,19
Male,Male Genital,Illinois,2021,19.4
Male,Male Genital,Indiana,2021,16.2
Male,Male Genital,Iowa,2021,17.3
Male,Male Genital,Kansas,2021,19.2
Male,Male Genital,Kentucky,2021,18.9
Male,Male Genital,Louisiana,2021,18.3
Male,Male Genital,Maine,2021,21.1
Male,Male Genital,Maryland,2021,18.1
Male,Male Genital,Massachusetts,2021,16.8
Male,Male Genital,Michigan,2021,18.4
Male,Male Genital,Minnesota,2021,20.6
Male,Male Genital,Mississippi,2021,17.9
Male,Male Genital,Missouri,2021,17.1
Male,Male Genital,Montana,2021,16
Male,Male Genital,Nebraska,2021,17.5
Male,Male Genital,Nevada,2021,13.8
Male,Male Genital,New Hampshire,2021,20.3
Male,Male Genital,New Jersey,2021,20
Male,Male Genital,New Mexico,2021,18.4
Male,Male Genital,New York,2021,20.5
Male,Male Genital,North Carolina,2021,19.5
Male,Male Genital,North Dakota,2021,15.2
Male,Male Genital,Ohio,2021,18.5
Male,Male Genital,Oklahoma,2021,14.5
Male,Male Genital,Oregon,2021,15.5
Male,Male Genital,Pennsylvania,2021,16.8
Male,Male Genital,Rhode Island,2021,19.3
Male,Male Genital,South Carolina,2021,17.3
Male,Male Genital,South Dakota,2021,25.5
Male,Male Genital,Tennessee,2021,16.2
Male,Male Genital,Texas,2021,16.5
Male,Male Genital,Utah,2021,16.5
Male,Male Genital,Vermont,2021,15
Male,Male Genital,Virginia,2021,15.1
Male,Male Genital,Washington,2021,17.2
Male,Male Genital,West Virginia,2021,13.9
Male,Male Genital,Wisconsin,2021,18.3
Male,Male Genital,Wyoming,2021,16.6
Male,Male Genital,Alabama,2022,15.3
Male,Male Genital,Alaska,2022,13.3
Male,Male Genital,Arizona,2022,15.1
Male,Male Genital,Arkansas,2022,16.4
Male,Male Genital,California,2022,15.5
Male,Male Genital,Colorado,2022,13.6
Male,Male Genital,Connecticut,2022,19.5
Male,Male Genital,Delaware,2022,18.2
Male,Male Genital,District of Columbia,2022,
Male,Male Genital,Florida,2022,14.5
Male,Male Genital,Georgia,2022,18.5
Male,Male Genital,Hawaii,2022,7.9
Male,Male Genital,Idaho,2022,16.4
Male,Male Genital,Illinois,2022,18.5
Male,Male Genital,Indiana,2022,15.6
Male,Male Genital,Iowa,2022,18.7
Male,Male Genital,Kansas,2022,16.4
